GENE	sumZ	numObs	normZ	pval_synth	rank_synth	fdr_synth	pval_supp	rank_supp	fdr_supp
GNP072	-2.61	2	-0.97	0.166	351	0.916	0.834	1651	0.987
WBK6	-2.61	2	-0.97	0.166	352	0.916	0.834	1650	0.987
VYORS8	-2.61	2	-0.97	0.166	353	0.916	0.834	1649	0.987
CHF069	-2.61	2	-0.97	0.166	354	0.916	0.834	1648	0.987
QIJEB82	-2.61	2	-0.97	0.167	355	0.916	0.833	1647	0.987
EKJB683	-2.61	2	-0.97	0.167	356	0.916	0.833	1646	0.987
TLMBY01	-2.60	2	-0.97	0.167	357	0.916	0.833	1645	0.987
RPV123	-2.59	2	-0.96	0.168	358	0.916	0.832	1644	0.987
HXJGA09	-2.59	2	-0.96	0.169	359	0.916	0.831	1643	0.987
YMSLO6	-2.59	2	-0.96	0.169	360	0.916	0.831	1642	0.987
VBRV9	-2.59	2	-0.96	0.169	361	0.916	0.831	1641	0.987
DEURI62	-2.58	2	-0.96	0.17	362	0.916	0.83	1640	0.987
EBNIY62	-2.58	2	-0.96	0.17	363	0.916	0.83	1639	0.987
XFYEO0	-2.58	2	-0.95	0.17	364	0.916	0.83	1638	0.987
FPA742	-2.58	2	-0.95	0.17	365	0.916	0.83	1637	0.987
GBN518	-2.58	2	-0.95	0.171	366	0.916	0.829	1636	0.987
TDAL87	-2.57	2	-0.95	0.171	367	0.916	0.829	1635	0.987
XZS06	-2.57	2	-0.95	0.171	368	0.916	0.829	1634	0.987
YVBZ4	-2.56	2	-0.94	0.173	369	0.916	0.827	1633	0.987
YHCS9	-2.56	2	-0.94	0.173	370	0.916	0.827	1632	0.987
IMVHU2	-2.56	2	-0.94	0.173	371	0.916	0.827	1631	0.987
WXSFL0	-2.56	2	-0.94	0.173	372	0.916	0.827	1630	0.987
MPQEX407	-2.56	2	-0.94	0.173	373	0.916	0.827	1629	0.987
OLY4	-2.54	2	-0.94	0.175	374	0.916	0.825	1628	0.987
VGNTU9	-2.54	2	-0.94	0.175	375	0.916	0.825	1627	0.987
KBS3	-2.54	2	-0.93	0.175	376	0.916	0.825	1626	0.987
JDG71	-2.53	2	-0.93	0.176	377	0.916	0.824	1625	0.987
EQLYV03	-2.53	2	-0.93	0.177	378	0.916	0.823	1624	0.987
NDLWZ9	-2.52	2	-0.92	0.178	379	0.916	0.822	1623	0.987
XAU1	-2.52	2	-0.92	0.178	380	0.916	0.822	1622	0.987
TGNIO01	-2.51	2	-0.92	0.179	381	0.916	0.821	1621	0.987
GJHO1	-2.51	2	-0.92	0.18	382	0.916	0.82	1620	0.987
GOLS39	-2.51	2	-0.92	0.18	383	0.916	0.82	1619	0.987
XIK7	-2.50	2	-0.91	0.18	384	0.916	0.82	1618	0.987
PSU2	-2.50	2	-0.91	0.181	385	0.916	0.819	1617	0.987
DUCKA8	-2.50	2	-0.91	0.181	386	0.916	0.819	1616	0.987
WOKQ67	-2.49	2	-0.91	0.181	387	0.916	0.819	1615	0.987
YXWAV1	-2.49	2	-0.91	0.182	388	0.916	0.818	1614	0.987
VUDX1	-2.49	2	-0.91	0.182	389	0.916	0.818	1613	0.987
NWB801	-2.48	2	-0.90	0.183	390	0.916	0.817	1612	0.987
EQK6	-2.48	2	-0.90	0.183	391	0.916	0.817	1611	0.987
ICB64	-2.48	2	-0.90	0.183	392	0.916	0.817	1610	0.987
FKP0	-2.48	2	-0.90	0.183	393	0.916	0.817	1609	0.987
Non-targeting	-2.48	2	-0.90	0.183	394	0.916	0.817	1608	0.987
HKN8	-2.48	2	-0.90	0.183	395	0.916	0.817	1607	0.987
TSY54	-2.47	2	-0.90	0.184	396	0.916	0.816	1606	0.987
FNCA6	-2.47	2	-0.90	0.185	397	0.916	0.815	1605	0.987
QOY509	-2.47	2	-0.90	0.185	398	0.916	0.815	1604	0.987
RIONV947	-2.47	2	-0.90	0.185	399	0.916	0.815	1603	0.987
UJFG7	-2.47	2	-0.90	0.185	400	0.916	0.815	1602	0.987
TVHLK1	-2.46	2	-0.89	0.186	401	0.916	0.814	1601	0.987
TOIG64	-2.45	2	-0.89	0.188	402	0.916	0.812	1600	0.987
FMLE253	-2.44	2	-0.88	0.189	403	0.916	0.811	1599	0.987
MSRW0	-2.44	2	-0.88	0.189	404	0.916	0.811	1598	0.987
IES702	-2.44	2	-0.88	0.189	405	0.916	0.811	1597	0.987
WFKEL4	-2.44	2	-0.88	0.189	406	0.916	0.811	1596	0.987
FNKL80	-2.43	2	-0.88	0.19	407	0.916	0.81	1595	0.987
CPHG45	-2.43	2	-0.88	0.191	408	0.916	0.809	1594	0.987
TENRW2	-2.43	2	-0.88	0.191	409	0.916	0.809	1593	0.987
KZH5	-2.42	2	-0.87	0.192	410	0.916	0.808	1592	0.987
YVLZM74	-2.42	2	-0.87	0.192	411	0.916	0.808	1591	0.987
QPB24	-2.42	2	-0.87	0.192	412	0.916	0.808	1590	0.987
YLA2	-2.41	2	-0.87	0.193	413	0.916	0.807	1589	0.987
YLX29	-2.41	2	-0.87	0.193	414	0.916	0.807	1588	0.987
NVOCP874	-2.41	2	-0.87	0.193	415	0.916	0.807	1587	0.987
GJT031	-2.41	2	-0.87	0.193	416	0.916	0.807	1586	0.987
MBA27	-2.40	2	-0.86	0.194	417	0.916	0.806	1585	0.987
GDRG9	-2.40	2	-0.86	0.195	418	0.916	0.805	1584	0.987
GINX35	-2.39	2	-0.86	0.195	419	0.916	0.805	1583	0.987
AIOPS704	-2.39	2	-0.86	0.195	420	0.916	0.805	1582	0.987
DLUNT73	-2.39	2	-0.86	0.195	421	0.916	0.805	1581	0.987
GNQI372	-2.39	2	-0.86	0.196	422	0.916	0.804	1580	0.987
MRD215	-2.39	2	-0.85	0.196	423	0.916	0.804	1579	0.987
EAL762	-2.39	2	-0.85	0.197	424	0.916	0.803	1578	0.987
TGUB7	-2.39	2	-0.85	0.197	425	0.916	0.803	1577	0.987
IHP736	-2.38	2	-0.85	0.198	426	0.916	0.802	1576	0.987
GZU5	-2.38	2	-0.85	0.198	427	0.916	0.802	1575	0.987
FQB581	-2.37	2	-0.85	0.198	428	0.916	0.802	1574	0.987
XTD20	-2.37	2	-0.85	0.199	429	0.916	0.801	1573	0.987
ROQZV32	-2.37	2	-0.85	0.199	430	0.916	0.801	1572	0.987
PMFU2	-2.37	2	-0.84	0.199	431	0.916	0.801	1571	0.987
ULJZY72	-2.37	2	-0.84	0.199	432	0.916	0.801	1570	0.987
EQFWN863	-2.37	2	-0.84	0.199	433	0.916	0.801	1569	0.987
QJBWC847	-2.36	2	-0.84	0.2	434	0.916	0.8	1568	0.987
SYKW10	-2.36	2	-0.84	0.2	435	0.916	0.8	1567	0.987
LRBWN05	-2.36	2	-0.84	0.2	436	0.916	0.8	1566	0.987
MNW026	-2.36	2	-0.84	0.2	437	0.916	0.8	1565	0.987
IEAG6	-2.36	2	-0.84	0.201	438	0.916	0.799	1564	0.987
HKO975	-2.35	2	-0.84	0.202	439	0.916	0.798	1563	0.987
KJD41	-2.35	2	-0.83	0.202	440	0.916	0.798	1562	0.987
QDC065	-2.35	2	-0.83	0.202	441	0.916	0.798	1561	0.987
BSA89	-2.35	2	-0.83	0.202	442	0.916	0.798	1560	0.987
THL32	-2.34	2	-0.83	0.203	443	0.916	0.797	1559	0.987
FBQU893	-2.34	2	-0.83	0.203	444	0.916	0.797	1558	0.987
GOLKU839	-2.33	2	-0.82	0.205	445	0.923	0.795	1557	0.987
ASAL012	-2.32	2	-0.82	0.207	446	0.923	0.793	1556	0.987
VQXM89	-2.31	2	-0.82	0.207	447	0.923	0.793	1555	0.987
GCXJO924	-2.31	2	-0.82	0.207	448	0.923	0.793	1554	0.987
VCYTL2	-2.31	2	-0.82	0.208	449	0.923	0.792	1553	0.987
UUKH749	-2.31	2	-0.81	0.208	450	0.923	0.792	1552	0.987
TRZ5	-2.30	2	-0.81	0.208	451	0.924	0.792	1551	0.987
MEF963	-2.30	2	-0.81	0.209	452	0.924	0.791	1550	0.987
ERA349	-2.29	2	-0.81	0.21	453	0.924	0.79	1549	0.987
TDRA807	-2.29	2	-0.80	0.211	454	0.924	0.789	1548	0.987
XRS62	-2.28	2	-0.80	0.211	455	0.924	0.789	1547	0.987
DOBVH12	-2.28	2	-0.80	0.212	456	0.924	0.788	1546	0.987
YSUMW896	-2.28	2	-0.80	0.212	457	0.924	0.788	1545	0.987
TAB908	-2.28	2	-0.80	0.212	458	0.924	0.788	1544	0.987
ZGD378	-2.28	2	-0.80	0.212	459	0.924	0.788	1543	0.987
ZGR31	-2.28	2	-0.80	0.212	460	0.924	0.788	1542	0.987
EXH46	-2.27	2	-0.79	0.214	461	0.927	0.786	1541	0.987
LSQ651	-2.26	2	-0.79	0.215	462	0.929	0.785	1540	0.987
JEXJB16	-2.26	2	-0.79	0.215	463	0.929	0.785	1539	0.987
DLC49	-2.25	2	-0.79	0.216	464	0.93	0.784	1538	0.987
XKN8	-2.25	2	-0.78	0.217	465	0.93	0.783	1537	0.987
AFSNR25	-2.25	2	-0.78	0.217	466	0.93	0.783	1536	0.987
CSE412	-2.24	2	-0.78	0.218	467	0.93	0.782	1535	0.987
TMX6	-2.24	2	-0.78	0.218	468	0.93	0.782	1534	0.987
FOLH3	-2.24	2	-0.78	0.218	469	0.93	0.782	1533	0.987
SJM5	-2.24	2	-0.78	0.219	470	0.93	0.781	1532	0.987
OBNH126	-2.23	2	-0.77	0.22	471	0.931	0.78	1531	0.987
HBG1	-2.21	2	-0.76	0.222	472	0.931	0.778	1530	0.987
YLR274	-2.21	2	-0.76	0.223	473	0.931	0.777	1529	0.987
NUGQN026	-2.21	2	-0.76	0.223	474	0.931	0.777	1528	0.987
NHBL421	-2.20	2	-0.76	0.224	475	0.931	0.776	1527	0.987
GIDX67	-2.20	2	-0.76	0.224	476	0.931	0.776	1526	0.987
BPXYS47	-2.20	2	-0.76	0.224	477	0.931	0.776	1525	0.987
TVCP493	-2.20	2	-0.76	0.224	478	0.931	0.776	1524	0.987
XYQ9	-2.20	2	-0.76	0.224	479	0.931	0.776	1523	0.987
VPYTR71	-2.20	2	-0.76	0.224	480	0.931	0.776	1522	0.987
XMKH4	-2.20	2	-0.76	0.225	481	0.931	0.775	1521	0.987
VPRJX3	-2.19	2	-0.76	0.225	482	0.931	0.775	1520	0.987
QJT8	-2.19	2	-0.75	0.225	483	0.931	0.775	1519	0.987
VOC5	-2.19	2	-0.75	0.225	484	0.931	0.775	1518	0.987
TNZA72	-2.19	2	-0.75	0.226	485	0.931	0.774	1517	0.987
ITNR389	-2.19	2	-0.75	0.226	486	0.932	0.774	1516	0.987
YUP9	-2.18	2	-0.75	0.227	487	0.933	0.773	1515	0.987
GSX6	-2.18	2	-0.75	0.228	488	0.933	0.772	1514	0.987
NQBVP2	-2.17	2	-0.74	0.229	489	0.933	0.771	1513	0.987
AZRD560	-2.17	2	-0.74	0.229	490	0.933	0.771	1512	0.987
PZL714	-2.16	2	-0.74	0.23	491	0.933	0.77	1511	0.987
ILNY547	-2.16	2	-0.74	0.231	492	0.933	0.769	1510	0.987
FTNZ765	-2.15	2	-0.73	0.231	493	0.933	0.769	1509	0.987
CEZL2	-2.15	2	-0.73	0.232	494	0.933	0.768	1508	0.987
NMCWV357	-2.15	2	-0.73	0.232	495	0.933	0.768	1507	0.987
DCEWR2	-2.15	2	-0.73	0.232	496	0.933	0.768	1506	0.987
CKBJ9	-2.14	2	-0.73	0.233	497	0.933	0.767	1505	0.987
WTZG43	-2.14	2	-0.73	0.234	498	0.933	0.766	1504	0.987
PKYXA695	-2.14	2	-0.73	0.234	499	0.933	0.766	1503	0.987
USJN16	-2.13	2	-0.72	0.234	500	0.933	0.766	1502	0.987
EICB3	-2.13	2	-0.72	0.234	501	0.933	0.766	1501	0.987
KBDZF7	-2.13	2	-0.72	0.235	502	0.933	0.765	1500	0.987
WUAN861	-2.13	2	-0.72	0.235	503	0.933	0.765	1499	0.987
LKVZ38	-2.13	2	-0.72	0.235	504	0.933	0.765	1498	0.987
XWRZ54	-2.12	2	-0.72	0.237	505	0.938	0.763	1497	0.987
BBTK4	-2.12	2	-0.72	0.237	506	0.938	0.763	1496	0.987
IDABO47	-2.11	2	-0.71	0.238	507	0.938	0.762	1495	0.987
IRYX753	-2.09	2	-0.70	0.241	508	0.94	0.759	1494	0.987
UWRT92	-2.09	2	-0.70	0.241	509	0.94	0.759	1493	0.987
BRABI2	-2.09	2	-0.70	0.241	510	0.94	0.759	1492	0.987
KKS279	-2.08	2	-0.69	0.244	511	0.94	0.756	1491	0.987
TTS904	-2.07	2	-0.69	0.244	512	0.94	0.756	1490	0.987
TDAGT70	-2.06	2	-0.69	0.246	513	0.94	0.754	1489	0.987
USA103	-2.06	2	-0.69	0.246	514	0.94	0.754	1488	0.987
UIE29	-2.06	2	-0.69	0.247	515	0.94	0.753	1487	0.987
GHBJZ94	-2.05	2	-0.68	0.247	516	0.94	0.753	1486	0.987
GTVIH796	-2.05	2	-0.68	0.248	517	0.94	0.752	1485	0.987
LHLYU8	-2.05	2	-0.68	0.248	518	0.94	0.752	1484	0.987
XDJ592	-2.05	2	-0.68	0.248	519	0.94	0.752	1483	0.987
QKAV9	-2.04	2	-0.68	0.249	520	0.94	0.751	1482	0.987
AZSU5	-2.04	2	-0.68	0.249	521	0.94	0.751	1481	0.987
CFCA924	-2.04	2	-0.68	0.249	522	0.94	0.751	1480	0.987
FFK5	-2.04	2	-0.68	0.249	523	0.94	0.751	1479	0.987
UXV2	-2.04	2	-0.68	0.25	524	0.94	0.75	1478	0.987
SFO6	-2.04	2	-0.68	0.25	525	0.94	0.75	1477	0.987
GID751	-2.04	2	-0.67	0.25	526	0.94	0.75	1476	0.987
STO42	-2.03	2	-0.67	0.25	527	0.94	0.75	1475	0.987
VRWS7	-2.03	2	-0.67	0.251	528	0.94	0.749	1474	0.987
QHRQ38	-2.03	2	-0.67	0.252	529	0.94	0.748	1473	0.987
VTQRP583	-2.03	2	-0.67	0.252	530	0.94	0.748	1472	0.987
QGQ623	-2.02	2	-0.67	0.252	531	0.94	0.748	1471	0.987
FQXZS0	-2.02	2	-0.67	0.253	532	0.94	0.747	1470	0.987
NIED951	-2.02	2	-0.67	0.253	533	0.94	0.747	1469	0.987
SAMKL03	-2.02	2	-0.66	0.253	534	0.94	0.747	1468	0.987
YDIC3	-2.02	2	-0.66	0.253	535	0.94	0.747	1467	0.987
EXQFH64	-2.01	2	-0.66	0.254	536	0.94	0.746	1466	0.987
DSH8	-2.01	2	-0.66	0.254	537	0.94	0.746	1465	0.987
DFQ13	-2.01	2	-0.66	0.255	538	0.94	0.745	1464	0.987
RVF6	-2.00	2	-0.66	0.256	539	0.94	0.744	1463	0.987
OHLWO236	-2.00	2	-0.66	0.256	540	0.94	0.744	1462	0.987
YLQ2	-2.00	2	-0.65	0.256	541	0.94	0.744	1461	0.987
EAETP268	-1.99	2	-0.65	0.257	542	0.94	0.743	1460	0.987
AWXZ8	-1.99	2	-0.65	0.257	543	0.94	0.743	1459	0.987
LIV078	-1.99	2	-0.65	0.258	544	0.94	0.742	1458	0.987
TFMKE30	-1.99	2	-0.65	0.258	545	0.94	0.742	1457	0.987
ALK587	-1.98	2	-0.65	0.259	546	0.94	0.741	1456	0.987
ZKHE28	-1.97	2	-0.64	0.26	547	0.94	0.74	1455	0.987
QHS694	-1.97	2	-0.64	0.262	548	0.94	0.738	1454	0.987
DMOZ364	-1.97	2	-0.64	0.262	549	0.94	0.738	1453	0.987
DXC147	-1.96	2	-0.64	0.262	550	0.94	0.738	1452	0.987
CECN1	-1.96	2	-0.64	0.263	551	0.94	0.737	1451	0.987
CSUF654	-1.96	2	-0.63	0.263	552	0.94	0.737	1450	0.987
KUN238	-1.95	2	-0.63	0.264	553	0.94	0.736	1449	0.987
NRFBV8	-1.95	2	-0.63	0.265	554	0.94	0.735	1448	0.987
NXVYO82	-1.94	2	-0.63	0.266	555	0.94	0.734	1447	0.987
OVN620	-1.94	2	-0.63	0.266	556	0.94	0.734	1446	0.987
JUA978	-1.94	2	-0.62	0.267	557	0.94	0.733	1445	0.987
ALE547	-1.93	2	-0.62	0.268	558	0.94	0.732	1444	0.987
VQA10	-1.93	2	-0.62	0.268	559	0.94	0.732	1443	0.987
GZI764	-1.92	2	-0.62	0.269	560	0.94	0.731	1442	0.987
ZOUM89	-1.92	2	-0.61	0.27	561	0.94	0.73	1441	0.987
KPD27	-1.92	2	-0.61	0.27	562	0.94	0.73	1440	0.987
EDRY6	-1.92	2	-0.61	0.27	563	0.94	0.73	1439	0.987
SVCEQ86	-1.92	2	-0.61	0.27	564	0.94	0.73	1438	0.987
PWET342	-1.91	2	-0.61	0.27	565	0.94	0.73	1437	0.987
QXNA038	-1.91	2	-0.61	0.271	566	0.94	0.729	1436	0.987
GPYZM103	-1.91	2	-0.61	0.271	567	0.94	0.729	1435	0.987
JDX6	-1.90	2	-0.61	0.272	568	0.94	0.728	1434	0.987
JLVJ03	-1.90	2	-0.61	0.273	569	0.94	0.727	1433	0.987
FHRDQ6	-1.90	2	-0.60	0.273	570	0.94	0.727	1432	0.987
JOKZ94	-1.90	2	-0.60	0.273	571	0.94	0.727	1431	0.987
XFXRC4	-1.90	2	-0.60	0.273	572	0.94	0.727	1430	0.987
UUQVF128	-1.89	2	-0.60	0.274	573	0.94	0.726	1429	0.987
WLRV04	-1.88	2	-0.59	0.276	574	0.94	0.724	1428	0.987
WEHMF853	-1.88	2	-0.59	0.276	575	0.94	0.724	1427	0.987
MDZT60	-1.88	2	-0.59	0.276	576	0.94	0.724	1426	0.987
MLRUV629	-1.88	2	-0.59	0.276	577	0.94	0.724	1425	0.987
CZMX812	-1.88	2	-0.59	0.277	578	0.94	0.723	1424	0.987
JCNQ068	-1.88	2	-0.59	0.277	579	0.94	0.723	1423	0.987
OXHA70	-1.87	2	-0.59	0.277	580	0.94	0.723	1422	0.987
VTFV68	-1.87	2	-0.59	0.278	581	0.94	0.722	1421	0.987
PRDTK8	-1.87	2	-0.59	0.278	582	0.94	0.722	1420	0.987
UXE216	-1.87	2	-0.59	0.278	583	0.94	0.722	1419	0.987
HZDO275	-1.87	2	-0.59	0.278	584	0.94	0.722	1418	0.987
DUPYR5	-1.87	2	-0.59	0.278	585	0.94	0.722	1417	0.987
WJHK541	-1.87	2	-0.59	0.279	586	0.94	0.721	1416	0.987
RAR32	-1.87	2	-0.59	0.279	587	0.94	0.721	1415	0.987
HDSC63	-1.87	2	-0.59	0.279	588	0.94	0.721	1414	0.987
TFECY23	-1.86	2	-0.59	0.279	589	0.94	0.721	1413	0.987
NSZVN367	-1.86	2	-0.58	0.28	590	0.94	0.72	1412	0.987
BXRWV7	-1.86	2	-0.58	0.28	591	0.94	0.72	1411	0.987
AAGN7	-1.86	2	-0.58	0.281	592	0.94	0.719	1410	0.987
KYAL2	-1.86	2	-0.58	0.281	593	0.94	0.719	1409	0.987
SDSB1	-1.85	2	-0.58	0.281	594	0.94	0.719	1408	0.987
YYNCG867	-1.85	2	-0.58	0.281	595	0.94	0.719	1407	0.987
KBSO715	-1.85	2	-0.58	0.281	596	0.94	0.719	1406	0.987
FRBAP4	-1.85	2	-0.58	0.281	597	0.94	0.719	1405	0.987
MOGJT43	-1.85	2	-0.58	0.281	598	0.94	0.719	1404	0.987
LKF268	-1.85	2	-0.58	0.282	599	0.94	0.718	1403	0.987
MHC948	-1.84	2	-0.57	0.283	600	0.94	0.717	1402	0.987
GDCU952	-1.84	2	-0.57	0.283	601	0.94	0.717	1401	0.987
XXNJ58	-1.84	2	-0.57	0.283	602	0.94	0.717	1400	0.987
OTU28	-1.83	2	-0.57	0.284	603	0.94	0.716	1399	0.987
WIKRE19	-1.83	2	-0.57	0.284	604	0.94	0.716	1398	0.987
XROFJ3	-1.82	2	-0.57	0.286	605	0.94	0.714	1397	0.987
OST172	-1.82	2	-0.56	0.287	606	0.94	0.713	1396	0.987
CKZ756	-1.82	2	-0.56	0.287	607	0.94	0.713	1395	0.987
QOHQU85	-1.81	2	-0.56	0.288	608	0.94	0.712	1394	0.987
ZDNUM0	-1.81	2	-0.56	0.288	609	0.94	0.712	1393	0.987
HUMZY485	-1.80	2	-0.55	0.29	610	0.94	0.71	1392	0.987
RONTA018	-1.80	2	-0.55	0.29	611	0.94	0.71	1391	0.987
MVTN694	-1.80	2	-0.55	0.29	612	0.94	0.71	1390	0.987
NAF81	-1.80	2	-0.55	0.29	613	0.94	0.71	1389	0.987
APF6	-1.79	2	-0.55	0.292	614	0.94	0.708	1388	0.987
MDI842	-1.79	2	-0.55	0.292	615	0.94	0.708	1387	0.987
TMRN6	-1.79	2	-0.55	0.293	616	0.94	0.707	1386	0.987
WJYO1	-1.79	2	-0.55	0.293	617	0.94	0.707	1385	0.987
DSGFV139	-1.78	2	-0.54	0.293	618	0.94	0.707	1384	0.987
TMNE52	-1.78	2	-0.54	0.294	619	0.94	0.706	1383	0.987
HVLIU8	-1.78	2	-0.54	0.294	620	0.94	0.706	1382	0.987
DXKZ3	-1.77	2	-0.54	0.295	621	0.94	0.705	1381	0.987
KIBU47	-1.77	2	-0.54	0.295	622	0.94	0.705	1380	0.987
NXH0	-1.76	2	-0.53	0.297	623	0.94	0.703	1379	0.987
HBLJ136	-1.76	2	-0.53	0.297	624	0.94	0.703	1378	0.987
LDZBQ657	-1.76	2	-0.53	0.297	625	0.94	0.703	1377	0.987
GNDS0	-1.76	2	-0.53	0.297	626	0.94	0.703	1376	0.987
ZYZF84	-1.76	2	-0.53	0.297	627	0.94	0.703	1375	0.987
UYLQB45	-1.76	2	-0.53	0.298	628	0.94	0.702	1374	0.987
EPMGB016	-1.75	2	-0.53	0.3	629	0.94	0.7	1373	0.987
PHZVI46	-1.75	2	-0.53	0.3	630	0.94	0.7	1372	0.987
VVOQM9	-1.75	2	-0.53	0.3	631	0.94	0.7	1371	0.987
PONLU49	-1.75	2	-0.52	0.3	632	0.94	0.7	1370	0.987
USD91	-1.74	2	-0.52	0.3	633	0.94	0.7	1369	0.987
QBKOM3	-1.74	2	-0.52	0.3	634	0.94	0.7	1368	0.987
JNGI425	-1.74	2	-0.52	0.301	635	0.94	0.699	1367	0.987
XDGNW1	-1.74	2	-0.52	0.301	636	0.94	0.699	1366	0.987
WAZPD38	-1.74	2	-0.52	0.302	637	0.94	0.698	1365	0.987
NZUBQ709	-1.73	2	-0.52	0.302	638	0.94	0.698	1364	0.987
OPFTS15	-1.73	2	-0.52	0.303	639	0.94	0.697	1363	0.987
BVQOL67	-1.73	2	-0.52	0.303	640	0.94	0.697	1362	0.987
CUOIA95	-1.73	2	-0.52	0.303	641	0.94	0.697	1361	0.987
EDMVH37	-1.72	2	-0.51	0.304	642	0.94	0.696	1360	0.987
MNC91	-1.72	2	-0.51	0.304	643	0.94	0.696	1359	0.987
JQOZH147	-1.71	2	-0.51	0.306	644	0.94	0.694	1358	0.987
NQHI601	-1.71	2	-0.51	0.306	645	0.94	0.694	1357	0.987
XGQCB072	-1.71	2	-0.51	0.307	646	0.94	0.693	1356	0.987
ECW21	-1.71	2	-0.51	0.307	647	0.94	0.693	1355	0.987
UNA19	-1.70	2	-0.50	0.308	648	0.94	0.692	1354	0.987
BRSPA235	-1.69	2	-0.50	0.309	649	0.94	0.691	1353	0.987
HQBFR6	-1.69	2	-0.50	0.31	650	0.94	0.69	1352	0.987
VZMF8	-1.69	2	-0.49	0.31	651	0.94	0.69	1351	0.987
FNKEB2	-1.69	2	-0.49	0.311	652	0.94	0.689	1350	0.987
NHI2	-1.69	2	-0.49	0.311	653	0.94	0.689	1349	0.987
OEX069	-1.68	2	-0.49	0.312	654	0.94	0.688	1348	0.987
BTZNO75	-1.67	2	-0.49	0.313	655	0.94	0.687	1347	0.987
RLMJ316	-1.67	2	-0.49	0.313	656	0.94	0.687	1346	0.987
WYQ60	-1.67	2	-0.49	0.313	657	0.94	0.687	1345	0.987
PRF9	-1.67	2	-0.49	0.314	658	0.94	0.686	1344	0.987
ZZE5	-1.67	2	-0.48	0.314	659	0.94	0.686	1343	0.987
PGBFZ9	-1.66	2	-0.48	0.314	660	0.94	0.686	1342	0.987
INAGT67	-1.66	2	-0.48	0.315	661	0.94	0.685	1341	0.987
XIP897	-1.66	2	-0.48	0.315	662	0.94	0.685	1340	0.987
YJG85	-1.66	2	-0.48	0.316	663	0.94	0.684	1339	0.987
VAUC46	-1.66	2	-0.48	0.316	664	0.94	0.684	1338	0.987
GBXAW96	-1.66	2	-0.48	0.316	665	0.94	0.684	1337	0.987
HSAF0	-1.66	2	-0.48	0.316	666	0.94	0.684	1336	0.987
SCGF8	-1.65	2	-0.48	0.317	667	0.94	0.683	1335	0.987
HHDN6	-1.65	2	-0.48	0.317	668	0.94	0.683	1334	0.987
LULE4	-1.65	2	-0.48	0.317	669	0.94	0.683	1333	0.987
ANL51	-1.65	2	-0.47	0.318	670	0.94	0.682	1332	0.987
LOP7	-1.65	2	-0.47	0.318	671	0.94	0.682	1331	0.987
QFKE2	-1.64	2	-0.47	0.319	672	0.94	0.681	1330	0.987
DWU35	-1.64	2	-0.47	0.32	673	0.94	0.68	1329	0.987
JNS1	-1.64	2	-0.47	0.32	674	0.94	0.68	1328	0.987
TSX60	-1.64	2	-0.47	0.32	675	0.94	0.68	1327	0.987
BSW9	-1.63	2	-0.47	0.32	676	0.94	0.68	1326	0.987
PACRD0	-1.63	2	-0.46	0.321	677	0.94	0.679	1325	0.987
YYWO7	-1.63	2	-0.46	0.321	678	0.94	0.679	1324	0.987
HSTF768	-1.62	2	-0.46	0.322	679	0.94	0.678	1323	0.987
FLSUP1	-1.62	2	-0.46	0.322	680	0.94	0.678	1322	0.987
FKS597	-1.61	2	-0.46	0.324	681	0.94	0.676	1321	0.987
WTXS1	-1.61	2	-0.46	0.324	682	0.94	0.676	1320	0.987
BCDOX2	-1.61	2	-0.45	0.325	683	0.94	0.675	1319	0.987
QGCUJ3	-1.61	2	-0.45	0.325	684	0.94	0.675	1318	0.987
FXMJC1	-1.60	2	-0.45	0.326	685	0.94	0.674	1317	0.987
XAFUL591	-1.60	2	-0.45	0.326	686	0.94	0.674	1316	0.987
CYKI3	-1.60	2	-0.45	0.327	687	0.94	0.673	1315	0.987
FCFO4	-1.60	2	-0.45	0.327	688	0.94	0.673	1314	0.987
MOZ6	-1.59	2	-0.45	0.328	689	0.94	0.672	1313	0.987
YEJBG867	-1.59	2	-0.44	0.329	690	0.94	0.671	1312	0.987
QEY6	-1.58	2	-0.44	0.329	691	0.94	0.671	1311	0.987
QFJQ10	-1.58	2	-0.44	0.329	692	0.94	0.671	1310	0.987
IBEZ801	-1.58	2	-0.44	0.329	693	0.94	0.671	1309	0.987
IZSU4	-1.58	2	-0.44	0.331	694	0.94	0.669	1308	0.987
KBQJ37	-1.57	2	-0.44	0.332	695	0.94	0.668	1307	0.987
HJF256	-1.57	2	-0.44	0.332	696	0.94	0.668	1306	0.987
UTZKV596	-1.56	2	-0.43	0.333	697	0.94	0.667	1305	0.987
BJS08	-1.56	2	-0.43	0.333	698	0.94	0.667	1304	0.987
WESXG1	-1.56	2	-0.43	0.333	699	0.94	0.667	1303	0.987
SQICP174	-1.56	2	-0.43	0.334	700	0.94	0.666	1302	0.987
ANHF2	-1.56	2	-0.43	0.334	701	0.94	0.666	1301	0.987
PEQ4	-1.56	2	-0.43	0.335	702	0.94	0.665	1300	0.987
VAOGC5	-1.55	2	-0.43	0.335	703	0.94	0.665	1299	0.987
QJG069	-1.55	2	-0.42	0.336	704	0.94	0.664	1298	0.987
GNWL93	-1.55	2	-0.42	0.336	705	0.94	0.664	1297	0.987
LMUL1	-1.55	2	-0.42	0.336	706	0.94	0.664	1296	0.987
VPT0	-1.54	2	-0.42	0.337	707	0.94	0.663	1295	0.987
