GENE	sumZ	numObs	normZ	pval_synth	rank_synth	fdr_synth	pval_supp	rank_supp	fdr_supp
DQIZD87	-2.64	2	-0.97	0.166	352	0.897	0.834	1650	0.981
ZVSZT2	-2.63	2	-0.97	0.166	353	0.897	0.834	1649	0.981
QFED10	-2.63	2	-0.97	0.166	354	0.897	0.834	1648	0.981
AWXZ8	-2.63	2	-0.97	0.167	355	0.897	0.833	1647	0.981
WHFCN1	-2.63	2	-0.96	0.167	356	0.897	0.833	1646	0.981
JMS39	-2.62	2	-0.96	0.168	357	0.897	0.832	1645	0.981
DSGE37	-2.62	2	-0.96	0.168	358	0.897	0.832	1644	0.981
URCT724	-2.62	2	-0.96	0.168	359	0.897	0.832	1643	0.981
DOBVH12	-2.61	2	-0.96	0.17	360	0.897	0.83	1642	0.981
HQBFR6	-2.60	2	-0.95	0.17	361	0.897	0.83	1641	0.981
DLC49	-2.60	2	-0.95	0.17	362	0.897	0.83	1640	0.981
LSQ651	-2.60	2	-0.95	0.17	363	0.897	0.83	1639	0.981
LMVB07	-2.60	2	-0.95	0.171	364	0.897	0.829	1638	0.981
AHUKC083	-2.60	2	-0.95	0.171	365	0.897	0.829	1637	0.981
LKVZ38	-2.60	2	-0.95	0.171	366	0.897	0.829	1636	0.981
PKYXA695	-2.60	2	-0.95	0.171	367	0.897	0.829	1635	0.981
EAETP268	-2.59	2	-0.95	0.172	368	0.897	0.828	1634	0.981
DPN8	-2.59	2	-0.95	0.172	369	0.897	0.828	1633	0.981
TVHLK1	-2.58	2	-0.94	0.173	370	0.897	0.827	1632	0.981
SDSB1	-2.58	2	-0.94	0.173	371	0.897	0.827	1631	0.981
SQGAN5	-2.58	2	-0.94	0.174	372	0.897	0.826	1630	0.981
MOM614	-2.57	2	-0.94	0.174	373	0.897	0.826	1629	0.981
SVYJ582	-2.57	2	-0.94	0.175	374	0.897	0.825	1628	0.981
CZX2	-2.57	2	-0.93	0.175	375	0.897	0.825	1627	0.981
MAZ12	-2.56	2	-0.93	0.176	376	0.897	0.824	1626	0.981
SZMNL175	-2.56	2	-0.93	0.177	377	0.897	0.823	1625	0.981
XGK76	-2.55	2	-0.93	0.177	378	0.897	0.823	1624	0.981
ULXS2	-2.55	2	-0.92	0.178	379	0.897	0.822	1623	0.981
MLWA964	-2.54	2	-0.92	0.178	380	0.897	0.822	1622	0.981
IVXJO0	-2.54	2	-0.92	0.179	381	0.897	0.821	1621	0.981
RBC273	-2.54	2	-0.92	0.179	382	0.897	0.821	1620	0.981
QWVF7	-2.54	2	-0.92	0.179	383	0.897	0.821	1619	0.981
KWBQ3	-2.53	2	-0.92	0.18	384	0.897	0.82	1618	0.981
AULR52	-2.53	2	-0.92	0.18	385	0.897	0.82	1617	0.981
HUS31	-2.53	2	-0.91	0.18	386	0.897	0.82	1616	0.981
PONLU49	-2.52	2	-0.91	0.181	387	0.897	0.819	1615	0.981
XIP897	-2.52	2	-0.91	0.181	388	0.897	0.819	1614	0.981
GOXRE48	-2.52	2	-0.91	0.181	389	0.897	0.819	1613	0.981
XML7	-2.52	2	-0.91	0.182	390	0.897	0.818	1612	0.981
AUGB924	-2.51	2	-0.91	0.182	391	0.897	0.818	1611	0.981
MWF70	-2.51	2	-0.91	0.182	392	0.897	0.818	1610	0.981
MRZUQ10	-2.51	2	-0.91	0.182	393	0.897	0.818	1609	0.981
UHS7	-2.51	2	-0.91	0.183	394	0.897	0.817	1608	0.981
GBA4	-2.51	2	-0.90	0.183	395	0.897	0.817	1607	0.981
LAHSC762	-2.51	2	-0.90	0.183	396	0.897	0.817	1606	0.981
KGKB13	-2.50	2	-0.90	0.184	397	0.897	0.816	1605	0.981
YHCS9	-2.50	2	-0.90	0.184	398	0.897	0.816	1604	0.981
NUGQN026	-2.50	2	-0.90	0.185	399	0.897	0.815	1603	0.981
ANHF2	-2.49	2	-0.90	0.185	400	0.897	0.815	1602	0.981
AVY751	-2.49	2	-0.89	0.186	401	0.897	0.814	1601	0.981
WWN9	-2.49	2	-0.89	0.186	402	0.897	0.814	1600	0.981
MBWXV792	-2.49	2	-0.89	0.186	403	0.897	0.814	1599	0.981
CFCA924	-2.48	2	-0.89	0.186	404	0.897	0.814	1598	0.981
YDIC3	-2.48	2	-0.89	0.187	405	0.897	0.813	1597	0.981
PZBI968	-2.48	2	-0.89	0.187	406	0.897	0.813	1596	0.981
BPXYS47	-2.48	2	-0.89	0.187	407	0.897	0.813	1595	0.981
IIEA5	-2.47	2	-0.89	0.188	408	0.897	0.812	1594	0.981
XLDET38	-2.47	2	-0.89	0.188	409	0.897	0.812	1593	0.981
OST172	-2.47	2	-0.89	0.188	410	0.897	0.812	1592	0.981
HJAHL172	-2.47	2	-0.89	0.188	411	0.897	0.812	1591	0.981
CJBGM3	-2.47	2	-0.88	0.188	412	0.897	0.812	1590	0.981
AMRU90	-2.47	2	-0.88	0.188	413	0.897	0.812	1589	0.981
VUJI270	-2.47	2	-0.88	0.189	414	0.897	0.811	1588	0.981
FCZQE68	-2.46	2	-0.88	0.189	415	0.897	0.811	1587	0.981
FZS29	-2.44	2	-0.87	0.192	416	0.897	0.808	1586	0.981
QIJEB82	-2.43	2	-0.86	0.194	417	0.897	0.806	1585	0.981
TTK789	-2.42	2	-0.86	0.195	418	0.897	0.805	1584	0.981
ELF7	-2.42	2	-0.86	0.195	419	0.897	0.805	1583	0.981
GUN320	-2.41	2	-0.86	0.196	420	0.897	0.804	1582	0.981
VMG943	-2.41	2	-0.85	0.197	421	0.897	0.803	1581	0.981
TATG032	-2.41	2	-0.85	0.197	422	0.897	0.803	1580	0.981
WQL1	-2.41	2	-0.85	0.197	423	0.897	0.803	1579	0.981
IHGY804	-2.40	2	-0.85	0.198	424	0.897	0.802	1578	0.981
KZSC685	-2.40	2	-0.85	0.198	425	0.897	0.802	1577	0.981
SZPTQ70	-2.40	2	-0.85	0.198	426	0.897	0.802	1576	0.981
Non-targeting	-2.40	2	-0.85	0.199	427	0.897	0.801	1575	0.981
TMRN6	-2.39	2	-0.85	0.199	428	0.897	0.801	1574	0.981
JBRZ15	-2.39	2	-0.84	0.199	429	0.897	0.801	1573	0.981
PKRLD2	-2.39	2	-0.84	0.199	430	0.897	0.801	1572	0.981
DYBQ61	-2.39	2	-0.84	0.2	431	0.897	0.8	1571	0.981
GPY8	-2.38	2	-0.84	0.2	432	0.897	0.8	1570	0.981
PUC2	-2.38	2	-0.84	0.201	433	0.897	0.799	1569	0.981
IRYX753	-2.37	2	-0.84	0.202	434	0.897	0.798	1568	0.981
LYUVS734	-2.37	2	-0.83	0.202	435	0.897	0.798	1567	0.981
XAFUL591	-2.37	2	-0.83	0.203	436	0.897	0.797	1566	0.981
ACJYN2	-2.36	2	-0.83	0.203	437	0.897	0.797	1565	0.981
KOD14	-2.36	2	-0.83	0.204	438	0.897	0.796	1564	0.981
TFPVM924	-2.36	2	-0.83	0.204	439	0.897	0.796	1563	0.981
EXQFH64	-2.36	2	-0.83	0.204	440	0.897	0.796	1562	0.981
ZGR31	-2.36	2	-0.83	0.204	441	0.897	0.796	1561	0.981
OTVC70	-2.35	2	-0.82	0.205	442	0.897	0.795	1560	0.981
GUFB71	-2.35	2	-0.82	0.206	443	0.897	0.794	1559	0.981
RUBRX5	-2.34	2	-0.82	0.206	444	0.897	0.794	1558	0.981
QCIX32	-2.34	2	-0.82	0.206	445	0.897	0.794	1557	0.981
GYN2	-2.34	2	-0.82	0.206	446	0.897	0.794	1556	0.981
IPWN0	-2.34	2	-0.82	0.206	447	0.897	0.794	1555	0.981
YEOG5	-2.34	2	-0.82	0.207	448	0.897	0.793	1554	0.981
MSP1	-2.34	2	-0.82	0.207	449	0.897	0.793	1553	0.981
ABYM184	-2.33	2	-0.81	0.208	450	0.897	0.792	1552	0.981
PPIMX852	-2.33	2	-0.81	0.208	451	0.897	0.792	1551	0.981
XVX275	-2.33	2	-0.81	0.208	452	0.897	0.792	1550	0.981
XKN8	-2.32	2	-0.81	0.209	453	0.897	0.791	1549	0.981
KPD286	-2.32	2	-0.81	0.21	454	0.897	0.79	1548	0.981
GGKVA684	-2.31	2	-0.80	0.211	455	0.897	0.789	1547	0.981
EBT51	-2.31	2	-0.80	0.211	456	0.897	0.789	1546	0.981
GYHD163	-2.30	2	-0.80	0.212	457	0.897	0.788	1545	0.981
XFXRC4	-2.30	2	-0.80	0.213	458	0.897	0.787	1544	0.981
XWS8	-2.30	2	-0.80	0.213	459	0.897	0.787	1543	0.981
ULH7	-2.30	2	-0.80	0.213	460	0.897	0.787	1542	0.981
WKFU143	-2.29	2	-0.79	0.214	461	0.897	0.786	1541	0.981
XUS017	-2.29	2	-0.79	0.214	462	0.897	0.786	1540	0.981
WSFZ87	-2.29	2	-0.79	0.214	463	0.897	0.786	1539	0.981
KSEOZ5	-2.29	2	-0.79	0.215	464	0.897	0.785	1538	0.981
JDG71	-2.28	2	-0.79	0.215	465	0.897	0.785	1537	0.981
WZMU8	-2.28	2	-0.79	0.215	466	0.897	0.785	1536	0.981
SAHOX839	-2.28	2	-0.79	0.216	467	0.897	0.784	1535	0.981
BTZNO75	-2.28	2	-0.79	0.216	468	0.897	0.784	1534	0.981
ZHR670	-2.27	2	-0.78	0.217	469	0.897	0.783	1533	0.981
OHLWO236	-2.27	2	-0.78	0.217	470	0.897	0.783	1532	0.981
NHBL421	-2.27	2	-0.78	0.218	471	0.897	0.782	1531	0.981
WVJ0	-2.26	2	-0.78	0.218	472	0.897	0.782	1530	0.981
IEAS61	-2.26	2	-0.78	0.218	473	0.897	0.782	1529	0.981
OED451	-2.26	2	-0.78	0.219	474	0.897	0.781	1528	0.981
DMOZ364	-2.26	2	-0.77	0.219	475	0.897	0.781	1527	0.981
TVNE08	-2.25	2	-0.77	0.22	476	0.897	0.78	1526	0.981
CHF069	-2.25	2	-0.77	0.22	477	0.897	0.78	1525	0.981
ACZV60	-2.25	2	-0.77	0.22	478	0.897	0.78	1524	0.981
WCF71	-2.25	2	-0.77	0.22	479	0.897	0.78	1523	0.981
RDBKT823	-2.25	2	-0.77	0.221	480	0.897	0.779	1522	0.981
RIONV947	-2.25	2	-0.77	0.221	481	0.897	0.779	1521	0.981
POIV527	-2.25	2	-0.77	0.221	482	0.897	0.779	1520	0.981
SWPTR64	-2.24	2	-0.77	0.221	483	0.897	0.779	1519	0.981
XGKAN816	-2.24	2	-0.77	0.221	484	0.897	0.779	1518	0.981
WVEQ624	-2.24	2	-0.77	0.221	485	0.897	0.779	1517	0.981
URNDC0	-2.24	2	-0.77	0.221	486	0.897	0.779	1516	0.981
PVT036	-2.24	2	-0.77	0.222	487	0.897	0.778	1515	0.981
FXMJC1	-2.24	2	-0.77	0.222	488	0.897	0.778	1514	0.981
YLQ2	-2.24	2	-0.77	0.222	489	0.897	0.778	1513	0.981
SDLJO143	-2.24	2	-0.76	0.222	490	0.897	0.778	1512	0.981
WVTK291	-2.23	2	-0.76	0.223	491	0.897	0.777	1511	0.981
QRVE497	-2.23	2	-0.76	0.223	492	0.897	0.777	1510	0.981
JLVJ03	-2.23	2	-0.76	0.223	493	0.897	0.777	1509	0.981
ZTBHK57	-2.23	2	-0.76	0.223	494	0.897	0.777	1508	0.981
FGR20	-2.23	2	-0.76	0.224	495	0.897	0.776	1507	0.981
TSY54	-2.23	2	-0.76	0.224	496	0.897	0.776	1506	0.981
TVCP493	-2.22	2	-0.76	0.224	497	0.897	0.776	1505	0.981
VBT716	-2.22	2	-0.76	0.224	498	0.897	0.776	1504	0.981
WANY25	-2.22	2	-0.76	0.224	499	0.897	0.776	1503	0.981
QUKGE245	-2.22	2	-0.76	0.225	500	0.897	0.775	1502	0.981
YDTQ0	-2.22	2	-0.76	0.225	501	0.897	0.775	1501	0.981
UNA19	-2.22	2	-0.76	0.225	502	0.897	0.775	1500	0.981
TGLV67	-2.21	2	-0.75	0.227	503	0.897	0.773	1499	0.981
QDCZM45	-2.21	2	-0.75	0.227	504	0.897	0.773	1498	0.981
GSX6	-2.21	2	-0.75	0.227	505	0.897	0.773	1497	0.981
DXPB019	-2.20	2	-0.75	0.228	506	0.897	0.772	1496	0.981
OFX480	-2.20	2	-0.74	0.229	507	0.897	0.771	1495	0.981
ICOJ3	-2.19	2	-0.74	0.229	508	0.897	0.771	1494	0.981
TKZR3	-2.19	2	-0.74	0.229	509	0.897	0.771	1493	0.981
PCU5	-2.19	2	-0.74	0.23	510	0.897	0.77	1492	0.981
ZZE5	-2.19	2	-0.74	0.23	511	0.897	0.77	1491	0.981
NVRUO56	-2.18	2	-0.74	0.23	512	0.897	0.77	1490	0.981
CDJHE675	-2.18	2	-0.74	0.231	513	0.897	0.769	1489	0.981
SHUW5	-2.18	2	-0.73	0.231	514	0.897	0.769	1488	0.981
VPRJX3	-2.17	2	-0.73	0.232	515	0.897	0.768	1487	0.981
IOVR6	-2.17	2	-0.73	0.232	516	0.897	0.768	1486	0.981
VWGFJ8	-2.17	2	-0.73	0.233	517	0.897	0.767	1485	0.981
LPW5	-2.16	2	-0.73	0.234	518	0.897	0.766	1484	0.981
BNYQM7	-2.16	2	-0.73	0.234	519	0.897	0.766	1483	0.981
KPSE3	-2.16	2	-0.72	0.235	520	0.897	0.765	1482	0.981
SRA962	-2.15	2	-0.72	0.235	521	0.897	0.765	1481	0.981
NMBG5	-2.15	2	-0.72	0.236	522	0.897	0.764	1480	0.981
XWCG1	-2.15	2	-0.72	0.236	523	0.897	0.764	1479	0.981
QAWCF932	-2.15	2	-0.72	0.236	524	0.897	0.764	1478	0.981
KHUBY36	-2.15	2	-0.72	0.237	525	0.897	0.763	1477	0.981
ZOUM89	-2.15	2	-0.72	0.237	526	0.897	0.763	1476	0.981
FVB71	-2.14	2	-0.72	0.237	527	0.897	0.763	1475	0.981
BCBR41	-2.14	2	-0.72	0.237	528	0.897	0.763	1474	0.981
AAGN7	-2.14	2	-0.71	0.237	529	0.897	0.763	1473	0.981
KVC163	-2.13	2	-0.71	0.239	530	0.897	0.761	1472	0.981
KJD41	-2.13	2	-0.71	0.239	531	0.897	0.761	1471	0.981
XWAH9	-2.12	2	-0.71	0.24	532	0.897	0.76	1470	0.981
XDJ592	-2.12	2	-0.70	0.241	533	0.897	0.759	1469	0.981
EBH71	-2.12	2	-0.70	0.241	534	0.897	0.759	1468	0.981
RWBJS2	-2.11	2	-0.70	0.242	535	0.897	0.758	1467	0.981
VBRV9	-2.11	2	-0.70	0.242	536	0.897	0.758	1466	0.981
AHYFV64	-2.11	2	-0.70	0.242	537	0.897	0.758	1465	0.981
VUW68	-2.11	2	-0.70	0.243	538	0.897	0.757	1464	0.981
OLY4	-2.11	2	-0.70	0.243	539	0.897	0.757	1463	0.981
LXCK01	-2.10	2	-0.69	0.244	540	0.897	0.756	1462	0.981
QXNA038	-2.10	2	-0.69	0.244	541	0.897	0.756	1461	0.981
EVBKP78	-2.10	2	-0.69	0.244	542	0.897	0.756	1460	0.981
URN6	-2.09	2	-0.69	0.245	543	0.897	0.755	1459	0.981
MWTDK9	-2.09	2	-0.69	0.245	544	0.897	0.755	1458	0.981
QNK7	-2.09	2	-0.69	0.245	545	0.897	0.755	1457	0.981
LRBWN05	-2.09	2	-0.69	0.245	546	0.897	0.755	1456	0.981
JSPIO5	-2.09	2	-0.69	0.245	547	0.897	0.755	1455	0.981
GPRZU42	-2.08	2	-0.69	0.246	548	0.897	0.754	1454	0.981
BDWTY47	-2.08	2	-0.69	0.246	549	0.897	0.754	1453	0.981
ASAL012	-2.08	2	-0.68	0.247	550	0.897	0.753	1452	0.981
YOKQY427	-2.08	2	-0.68	0.247	551	0.897	0.753	1451	0.981
UXCZI8	-2.08	2	-0.68	0.248	552	0.897	0.752	1450	0.981
LBTSD348	-2.07	2	-0.68	0.248	553	0.897	0.752	1449	0.981
OOM5	-2.07	2	-0.68	0.248	554	0.898	0.752	1448	0.981
QHZMC259	-2.06	2	-0.67	0.25	555	0.898	0.75	1447	0.981
ZZD3	-2.06	2	-0.67	0.251	556	0.898	0.749	1446	0.981
ZMFT9	-2.06	2	-0.67	0.251	557	0.898	0.749	1445	0.981
KFB534	-2.05	2	-0.67	0.252	558	0.898	0.748	1444	0.981
TNZA72	-2.04	2	-0.67	0.253	559	0.898	0.747	1443	0.981
HIP9	-2.04	2	-0.66	0.254	560	0.898	0.746	1442	0.981
YIM63	-2.03	2	-0.66	0.255	561	0.898	0.745	1441	0.981
KCVH12	-2.03	2	-0.66	0.255	562	0.898	0.745	1440	0.981
SQICP174	-2.03	2	-0.66	0.255	563	0.898	0.745	1439	0.981
NOLM64	-2.03	2	-0.66	0.255	564	0.898	0.745	1438	0.981
DJXRP561	-2.02	2	-0.65	0.256	565	0.898	0.744	1437	0.981
MEF963	-2.02	2	-0.65	0.257	566	0.898	0.743	1436	0.981
TLQV605	-2.02	2	-0.65	0.257	567	0.898	0.743	1435	0.981
JPLH1	-2.01	2	-0.65	0.259	568	0.898	0.741	1434	0.981
TDVE29	-2.01	2	-0.65	0.259	569	0.898	0.741	1433	0.981
LONK804	-2.01	2	-0.65	0.259	570	0.898	0.741	1432	0.981
KPO021	-2.00	2	-0.64	0.261	571	0.898	0.739	1431	0.981
YIR64	-2.00	2	-0.64	0.261	572	0.898	0.739	1430	0.981
AFSNR25	-1.99	2	-0.64	0.261	573	0.898	0.739	1429	0.981
UJXO53	-1.99	2	-0.64	0.261	574	0.898	0.739	1428	0.981
UZFV87	-1.99	2	-0.64	0.262	575	0.898	0.738	1427	0.981
CTR513	-1.99	2	-0.64	0.262	576	0.898	0.738	1426	0.981
FNKL80	-1.99	2	-0.64	0.262	577	0.898	0.738	1425	0.981
JMGNF61	-1.99	2	-0.64	0.263	578	0.898	0.737	1424	0.981
EGJB491	-1.98	2	-0.64	0.263	579	0.898	0.737	1423	0.981
AOU2	-1.98	2	-0.63	0.263	580	0.898	0.737	1422	0.981
LPAXR098	-1.98	2	-0.63	0.263	581	0.898	0.737	1421	0.981
VPYTR71	-1.97	2	-0.63	0.264	582	0.898	0.736	1420	0.981
QXC718	-1.97	2	-0.63	0.265	583	0.898	0.735	1419	0.981
NCKAJ2	-1.97	2	-0.63	0.266	584	0.898	0.734	1418	0.981
MEQ8	-1.96	2	-0.62	0.267	585	0.898	0.733	1417	0.981
COXIR6	-1.95	2	-0.62	0.268	586	0.898	0.732	1416	0.981
SYVL32	-1.95	2	-0.62	0.268	587	0.898	0.732	1415	0.981
FQB581	-1.95	2	-0.62	0.268	588	0.898	0.732	1414	0.981
UUKH749	-1.95	2	-0.62	0.269	589	0.898	0.731	1413	0.981
NBDY8	-1.94	2	-0.61	0.269	590	0.898	0.731	1412	0.981
OKJXV4	-1.94	2	-0.61	0.27	591	0.898	0.73	1411	0.981
QGFY128	-1.94	2	-0.61	0.27	592	0.898	0.73	1410	0.981
HJV647	-1.94	2	-0.61	0.27	593	0.898	0.73	1409	0.981
GDU15	-1.94	2	-0.61	0.27	594	0.898	0.73	1408	0.981
ADJ921	-1.94	2	-0.61	0.271	595	0.898	0.729	1407	0.981
WOY0	-1.93	2	-0.61	0.271	596	0.898	0.729	1406	0.981
ILQRI3	-1.93	2	-0.61	0.272	597	0.898	0.728	1405	0.981
MJGW936	-1.93	2	-0.61	0.272	598	0.898	0.728	1404	0.981
VOSXM5	-1.93	2	-0.60	0.273	599	0.898	0.727	1403	0.981
NHSF4	-1.93	2	-0.60	0.273	600	0.898	0.727	1402	0.981
FGYT384	-1.92	2	-0.60	0.273	601	0.898	0.727	1401	0.981
VIDU83	-1.92	2	-0.60	0.273	602	0.898	0.727	1400	0.981
ZWURQ2	-1.92	2	-0.60	0.274	603	0.898	0.726	1399	0.981
GUGYX802	-1.92	2	-0.60	0.274	604	0.898	0.726	1398	0.981
UIHJ946	-1.91	2	-0.60	0.275	605	0.898	0.725	1397	0.981
PMFU2	-1.91	2	-0.59	0.276	606	0.898	0.724	1396	0.981
YOIE456	-1.91	2	-0.59	0.276	607	0.898	0.724	1395	0.981
YZOG409	-1.90	2	-0.59	0.276	608	0.898	0.724	1394	0.981
FPH4	-1.90	2	-0.59	0.277	609	0.898	0.723	1393	0.981
WPMKC7	-1.90	2	-0.59	0.277	610	0.898	0.723	1392	0.981
KJZI37	-1.90	2	-0.59	0.277	611	0.898	0.723	1391	0.981
ULJYK96	-1.90	2	-0.59	0.277	612	0.898	0.723	1390	0.981
DYA217	-1.90	2	-0.59	0.277	613	0.898	0.723	1389	0.981
MRT630	-1.90	2	-0.59	0.278	614	0.898	0.722	1388	0.981
FMYA5	-1.89	2	-0.59	0.278	615	0.898	0.722	1387	0.981
ZQHYJ3	-1.89	2	-0.59	0.279	616	0.898	0.721	1386	0.981
YOFCD5	-1.89	2	-0.59	0.279	617	0.898	0.721	1385	0.981
DTBS0	-1.88	2	-0.58	0.28	618	0.898	0.72	1384	0.981
RDSGH29	-1.88	2	-0.58	0.28	619	0.898	0.72	1383	0.981
YWXFM368	-1.88	2	-0.58	0.28	620	0.898	0.72	1382	0.981
PHUZO645	-1.88	2	-0.58	0.281	621	0.898	0.719	1381	0.981
CCAOB24	-1.88	2	-0.58	0.281	622	0.898	0.719	1380	0.981
IWB2	-1.88	2	-0.58	0.281	623	0.898	0.719	1379	0.981
ZDYPV81	-1.88	2	-0.58	0.281	624	0.898	0.719	1378	0.981
CNVCO90	-1.88	2	-0.58	0.281	625	0.898	0.719	1377	0.981
QIPLH9	-1.87	2	-0.58	0.282	626	0.898	0.718	1376	0.981
QSDPT1	-1.87	2	-0.57	0.283	627	0.898	0.717	1375	0.981
PUSC418	-1.87	2	-0.57	0.283	628	0.898	0.717	1374	0.981
GINX35	-1.86	2	-0.57	0.284	629	0.898	0.716	1373	0.981
IING50	-1.86	2	-0.57	0.284	630	0.898	0.716	1372	0.981
RRPZJ06	-1.86	2	-0.57	0.285	631	0.898	0.715	1371	0.981
ZKHE28	-1.84	2	-0.56	0.287	632	0.898	0.713	1370	0.981
XEI70	-1.84	2	-0.56	0.287	633	0.898	0.713	1369	0.981
IFQOD62	-1.84	2	-0.56	0.288	634	0.898	0.712	1368	0.981
FQPJF04	-1.84	2	-0.56	0.288	635	0.898	0.712	1367	0.981
KBPQ2	-1.83	2	-0.56	0.288	636	0.898	0.712	1366	0.981
BBIP21	-1.83	2	-0.56	0.289	637	0.898	0.711	1365	0.981
VWI170	-1.83	2	-0.56	0.289	638	0.898	0.711	1364	0.981
USX68	-1.83	2	-0.55	0.29	639	0.898	0.71	1363	0.981
ZTGA726	-1.83	2	-0.55	0.29	640	0.898	0.71	1362	0.981
RAR32	-1.82	2	-0.55	0.291	641	0.898	0.709	1361	0.981
CSRWC275	-1.82	2	-0.55	0.291	642	0.898	0.709	1360	0.981
ONE3	-1.82	2	-0.55	0.291	643	0.898	0.709	1359	0.981
TTKY2	-1.82	2	-0.55	0.291	644	0.898	0.709	1358	0.981
OEX069	-1.82	2	-0.55	0.292	645	0.898	0.708	1357	0.981
NBY268	-1.82	2	-0.55	0.292	646	0.898	0.708	1356	0.981
HKJ4	-1.81	2	-0.55	0.292	647	0.898	0.708	1355	0.981
SLQ58	-1.81	2	-0.55	0.293	648	0.898	0.707	1354	0.981
FKP0	-1.81	2	-0.54	0.293	649	0.898	0.707	1353	0.981
URU37	-1.80	2	-0.54	0.294	650	0.898	0.706	1352	0.981
EYRXA93	-1.80	2	-0.54	0.294	651	0.898	0.706	1351	0.981
FSMFC4	-1.80	2	-0.54	0.294	652	0.898	0.706	1350	0.981
NDLWZ9	-1.80	2	-0.54	0.294	653	0.898	0.706	1349	0.981
CECN1	-1.80	2	-0.54	0.295	654	0.898	0.705	1348	0.981
KIBU47	-1.80	2	-0.54	0.295	655	0.898	0.705	1347	0.981
KMODV6	-1.80	2	-0.54	0.295	656	0.898	0.705	1346	0.981
LBT8	-1.80	2	-0.54	0.295	657	0.898	0.705	1345	0.981
FHC36	-1.80	2	-0.54	0.295	658	0.898	0.705	1344	0.981
YGV296	-1.79	2	-0.53	0.297	659	0.899	0.703	1343	0.981
VMX821	-1.79	2	-0.53	0.297	660	0.899	0.703	1342	0.981
LWGA2	-1.78	2	-0.53	0.298	661	0.9	0.702	1341	0.981
UNW0	-1.78	2	-0.53	0.299	662	0.9	0.701	1340	0.981
UWUD14	-1.77	2	-0.53	0.3	663	0.9	0.7	1339	0.981
NFG923	-1.77	2	-0.53	0.3	664	0.9	0.7	1338	0.981
JOKZ94	-1.77	2	-0.52	0.3	665	0.9	0.7	1337	0.981
GLM96	-1.77	2	-0.52	0.3	666	0.9	0.7	1336	0.981
GVPQ398	-1.77	2	-0.52	0.3	667	0.9	0.7	1335	0.981
BJS08	-1.76	2	-0.52	0.301	668	0.9	0.699	1334	0.981
XPGD3	-1.76	2	-0.52	0.301	669	0.9	0.699	1333	0.981
BHWZ03	-1.76	2	-0.52	0.302	670	0.9	0.698	1332	0.981
UIE29	-1.76	2	-0.52	0.302	671	0.9	0.698	1331	0.981
ITNR389	-1.75	2	-0.52	0.303	672	0.902	0.697	1330	0.981
LMN271	-1.75	2	-0.51	0.304	673	0.903	0.696	1329	0.981
HNW21	-1.74	2	-0.51	0.306	674	0.905	0.694	1328	0.981
AWJ69	-1.74	2	-0.51	0.306	675	0.905	0.694	1327	0.981
EEYNK63	-1.73	2	-0.51	0.306	676	0.905	0.694	1326	0.981
INDGW80	-1.73	2	-0.51	0.307	677	0.905	0.693	1325	0.981
XTD20	-1.73	2	-0.51	0.307	678	0.905	0.693	1324	0.981
LFZKR9	-1.73	2	-0.50	0.307	679	0.905	0.693	1323	0.981
TDAL87	-1.73	2	-0.50	0.308	680	0.905	0.692	1322	0.981
TUW09	-1.72	2	-0.50	0.309	681	0.907	0.691	1321	0.981
UZFJ095	-1.71	2	-0.50	0.31	682	0.909	0.69	1320	0.981
GJE53	-1.71	2	-0.49	0.311	683	0.909	0.689	1319	0.981
ZOCVA6	-1.71	2	-0.49	0.311	684	0.909	0.689	1318	0.981
GDK820	-1.70	2	-0.49	0.313	685	0.909	0.687	1317	0.981
TGUB7	-1.70	2	-0.49	0.313	686	0.909	0.687	1316	0.981
KRZ9	-1.70	2	-0.49	0.313	687	0.909	0.687	1315	0.981
YEQRD749	-1.70	2	-0.49	0.313	688	0.909	0.687	1314	0.981
HHMJT05	-1.69	2	-0.48	0.315	689	0.909	0.685	1313	0.981
SWSQ9	-1.68	2	-0.48	0.316	690	0.909	0.684	1312	0.981
FHRDQ6	-1.68	2	-0.48	0.316	691	0.909	0.684	1311	0.981
YLT79	-1.68	2	-0.48	0.316	692	0.909	0.684	1310	0.981
PDW152	-1.68	2	-0.48	0.317	693	0.909	0.683	1309	0.981
PBK1	-1.67	2	-0.48	0.317	694	0.909	0.683	1308	0.981
MDER714	-1.67	2	-0.47	0.318	695	0.909	0.682	1307	0.981
UMAT0	-1.67	2	-0.47	0.318	696	0.909	0.682	1306	0.981
MNUO509	-1.66	2	-0.47	0.32	697	0.909	0.68	1305	0.981
OIUS2	-1.66	2	-0.47	0.32	698	0.909	0.68	1304	0.981
FTNZ765	-1.66	2	-0.47	0.32	699	0.909	0.68	1303	0.981
UZA098	-1.65	2	-0.47	0.321	700	0.909	0.679	1302	0.981
IIMHO07	-1.64	2	-0.46	0.323	701	0.909	0.677	1301	0.981
IMRT4	-1.64	2	-0.46	0.323	702	0.909	0.677	1300	0.981
YVLZM74	-1.64	2	-0.46	0.323	703	0.909	0.677	1299	0.981
BXRWV7	-1.64	2	-0.46	0.324	704	0.909	0.676	1298	0.981
WZJ043	-1.63	2	-0.45	0.325	705	0.909	0.675	1297	0.981
JEG28	-1.63	2	-0.45	0.325	706	0.909	0.675	1296	0.981
QYLE234	-1.63	2	-0.45	0.325	707	0.909	0.675	1295	0.981
MNJH574	-1.63	2	-0.45	0.325	708	0.909	0.675	1294	0.981
