GENE	sumZ	numObs	normZ	pval_synth	rank_synth	fdr_synth	pval_supp	rank_supp	fdr_supp
WTX1	-2.61	2	-0.94	0.175	352	0.925	0.825	1650	0.984
NACQL8	-2.61	2	-0.93	0.175	353	0.925	0.825	1649	0.984
NOF436	-2.61	2	-0.93	0.175	354	0.925	0.825	1648	0.984
FDL5	-2.61	2	-0.93	0.175	355	0.925	0.825	1647	0.984
LMTE9	-2.61	2	-0.93	0.176	356	0.925	0.824	1646	0.984
ACJYN2	-2.61	2	-0.93	0.176	357	0.925	0.824	1645	0.984
BOT28	-2.60	2	-0.93	0.176	358	0.925	0.824	1644	0.984
GDRG9	-2.60	2	-0.93	0.176	359	0.925	0.824	1643	0.984
HZDO275	-2.60	2	-0.93	0.177	360	0.925	0.823	1642	0.984
IHP736	-2.60	2	-0.93	0.177	361	0.925	0.823	1641	0.984
TUZ56	-2.60	2	-0.93	0.177	362	0.925	0.823	1640	0.984
RIONV947	-2.59	2	-0.92	0.179	363	0.925	0.821	1639	0.984
TMX6	-2.58	2	-0.92	0.179	364	0.925	0.821	1638	0.984
QRVE497	-2.58	2	-0.92	0.179	365	0.925	0.821	1637	0.984
AWJ69	-2.58	2	-0.92	0.179	366	0.925	0.821	1636	0.984
WIMVS51	-2.58	2	-0.92	0.179	367	0.925	0.821	1635	0.984
CXQH538	-2.58	2	-0.92	0.179	368	0.925	0.821	1634	0.984
QEY6	-2.58	2	-0.92	0.18	369	0.925	0.82	1633	0.984
CVP80	-2.58	2	-0.92	0.18	370	0.925	0.82	1632	0.984
YMSLO6	-2.58	2	-0.92	0.18	371	0.925	0.82	1631	0.984
MER26	-2.57	2	-0.91	0.18	372	0.925	0.82	1630	0.984
OLY4	-2.57	2	-0.91	0.181	373	0.925	0.819	1629	0.984
CKZ756	-2.57	2	-0.91	0.181	374	0.925	0.819	1628	0.984
CZM519	-2.57	2	-0.91	0.181	375	0.925	0.819	1627	0.984
VWV08	-2.57	2	-0.91	0.181	376	0.925	0.819	1626	0.984
OTYI98	-2.56	2	-0.91	0.182	377	0.925	0.818	1625	0.984
KOFE4	-2.56	2	-0.91	0.183	378	0.925	0.817	1624	0.984
PMZ908	-2.56	2	-0.91	0.183	379	0.925	0.817	1623	0.984
QNK7	-2.55	2	-0.90	0.183	380	0.925	0.817	1622	0.984
GNQI372	-2.55	2	-0.90	0.183	381	0.925	0.817	1621	0.984
MAZ12	-2.55	2	-0.90	0.183	382	0.925	0.817	1620	0.984
KJZI37	-2.55	2	-0.90	0.184	383	0.925	0.816	1619	0.984
DQIZD87	-2.54	2	-0.90	0.184	384	0.925	0.816	1618	0.984
WIO4	-2.54	2	-0.90	0.184	385	0.925	0.816	1617	0.984
NHZKD451	-2.54	2	-0.90	0.185	386	0.925	0.815	1616	0.984
FCFO4	-2.54	2	-0.90	0.185	387	0.925	0.815	1615	0.984
JPLH1	-2.53	2	-0.89	0.186	388	0.925	0.814	1614	0.984
BPXYS47	-2.53	2	-0.89	0.186	389	0.925	0.814	1613	0.984
JAJC869	-2.53	2	-0.89	0.186	390	0.925	0.814	1612	0.984
OHZE4	-2.53	2	-0.89	0.187	391	0.925	0.813	1611	0.984
GDR526	-2.52	2	-0.89	0.187	392	0.925	0.813	1610	0.984
QJBWC847	-2.52	2	-0.89	0.187	393	0.925	0.813	1609	0.984
GQRHK1	-2.52	2	-0.89	0.188	394	0.925	0.812	1608	0.984
UNHRF5	-2.52	2	-0.89	0.188	395	0.925	0.812	1607	0.984
IAFXD03	-2.52	2	-0.89	0.188	396	0.925	0.812	1606	0.984
QBIG82	-2.52	2	-0.89	0.188	397	0.925	0.812	1605	0.984
FRLEX79	-2.51	2	-0.88	0.188	398	0.925	0.812	1604	0.984
ORD2	-2.50	2	-0.88	0.19	399	0.925	0.81	1603	0.984
ZVA89	-2.50	2	-0.88	0.19	400	0.925	0.81	1602	0.984
HLKD27	-2.50	2	-0.88	0.191	401	0.925	0.809	1601	0.984
FBLRT31	-2.49	2	-0.87	0.191	402	0.925	0.809	1600	0.984
ZBNGV63	-2.49	2	-0.87	0.192	403	0.925	0.808	1599	0.984
OKDFI35	-2.48	2	-0.87	0.192	404	0.925	0.808	1598	0.984
VHV23	-2.48	2	-0.87	0.193	405	0.925	0.807	1597	0.984
QNI13	-2.48	2	-0.87	0.193	406	0.925	0.807	1596	0.984
XUS017	-2.47	2	-0.86	0.194	407	0.925	0.806	1595	0.984
SFO6	-2.47	2	-0.86	0.194	408	0.925	0.806	1594	0.984
AIOPS704	-2.47	2	-0.86	0.194	409	0.925	0.806	1593	0.984
LYVBG1	-2.47	2	-0.86	0.195	410	0.925	0.805	1592	0.984
YOZSX68	-2.46	2	-0.86	0.195	411	0.925	0.805	1591	0.984
YOKQY427	-2.46	2	-0.86	0.196	412	0.925	0.804	1590	0.984
IRYX753	-2.46	2	-0.86	0.196	413	0.925	0.804	1589	0.984
QHZMC259	-2.45	2	-0.85	0.197	414	0.925	0.803	1588	0.984
WMQN43	-2.45	2	-0.85	0.197	415	0.925	0.803	1587	0.984
WOY0	-2.45	2	-0.85	0.197	416	0.925	0.803	1586	0.984
VWGT6	-2.45	2	-0.85	0.197	417	0.925	0.803	1585	0.984
VTFV68	-2.44	2	-0.85	0.198	418	0.925	0.802	1584	0.984
Non-targeting	-2.44	2	-0.85	0.198	419	0.925	0.802	1583	0.984
YXWAV1	-2.44	2	-0.85	0.198	420	0.925	0.802	1582	0.984
MRT630	-2.43	2	-0.84	0.2	421	0.925	0.8	1581	0.984
CSLEY4	-2.43	2	-0.84	0.2	422	0.925	0.8	1580	0.984
MUFN8	-2.42	2	-0.84	0.201	423	0.925	0.799	1579	0.984
UIGMC20	-2.42	2	-0.84	0.201	424	0.925	0.799	1578	0.984
NJBX573	-2.42	2	-0.84	0.201	425	0.925	0.799	1577	0.984
NIZC983	-2.42	2	-0.83	0.202	426	0.925	0.798	1576	0.984
SZMNL175	-2.41	2	-0.83	0.203	427	0.925	0.797	1575	0.984
GSX6	-2.41	2	-0.83	0.203	428	0.925	0.797	1574	0.984
AHPA3	-2.40	2	-0.83	0.204	429	0.925	0.796	1573	0.984
KKS279	-2.40	2	-0.83	0.204	430	0.925	0.796	1572	0.984
GLGA2	-2.40	2	-0.82	0.205	431	0.925	0.795	1571	0.984
XZS06	-2.39	2	-0.82	0.205	432	0.925	0.795	1570	0.984
SDUZS6	-2.39	2	-0.82	0.205	433	0.925	0.795	1569	0.984
OJK715	-2.38	2	-0.82	0.207	434	0.925	0.793	1568	0.984
PXC2	-2.38	2	-0.82	0.207	435	0.925	0.793	1567	0.984
XIK7	-2.38	2	-0.82	0.207	436	0.925	0.793	1566	0.984
ARX59	-2.38	2	-0.82	0.207	437	0.925	0.793	1565	0.984
LNM81	-2.38	2	-0.82	0.207	438	0.925	0.793	1564	0.984
FRKS810	-2.37	2	-0.81	0.208	439	0.925	0.792	1563	0.984
YDIC3	-2.37	2	-0.81	0.209	440	0.925	0.791	1562	0.984
EPEC43	-2.36	2	-0.81	0.21	441	0.925	0.79	1561	0.984
FRUOF5	-2.34	2	-0.80	0.213	442	0.925	0.787	1560	0.984
IBE5	-2.33	2	-0.79	0.214	443	0.925	0.786	1559	0.984
USKL7	-2.33	2	-0.79	0.214	444	0.925	0.786	1558	0.984
TBWHS28	-2.33	2	-0.79	0.214	445	0.925	0.786	1557	0.984
TSY54	-2.33	2	-0.79	0.214	446	0.925	0.786	1556	0.984
WOKYJ62	-2.33	2	-0.79	0.215	447	0.925	0.785	1555	0.984
UZI0	-2.32	2	-0.79	0.215	448	0.925	0.785	1554	0.984
WUFR0	-2.32	2	-0.79	0.216	449	0.925	0.784	1553	0.984
WBF4	-2.32	2	-0.79	0.216	450	0.925	0.784	1552	0.984
FCZQE68	-2.32	2	-0.78	0.216	451	0.925	0.784	1551	0.984
SFMVQ0	-2.31	2	-0.78	0.217	452	0.925	0.783	1550	0.984
TDQCE02	-2.31	2	-0.78	0.218	453	0.925	0.782	1549	0.984
STO42	-2.30	2	-0.78	0.218	454	0.925	0.782	1548	0.984
FCM23	-2.30	2	-0.78	0.219	455	0.925	0.781	1547	0.984
FKDL1	-2.30	2	-0.78	0.219	456	0.925	0.781	1546	0.984
ZLMO3	-2.30	2	-0.77	0.219	457	0.925	0.781	1545	0.984
UIJQC3	-2.29	2	-0.77	0.22	458	0.925	0.78	1544	0.984
NKVSH56	-2.29	2	-0.77	0.22	459	0.925	0.78	1543	0.984
JVNA392	-2.28	2	-0.77	0.221	460	0.925	0.779	1542	0.984
CBQAC7	-2.28	2	-0.77	0.221	461	0.925	0.779	1541	0.984
NSGJ5	-2.28	2	-0.77	0.221	462	0.925	0.779	1540	0.984
AQU05	-2.28	2	-0.77	0.222	463	0.925	0.778	1539	0.984
XKHAI2	-2.28	2	-0.77	0.222	464	0.925	0.778	1538	0.984
IFT756	-2.28	2	-0.76	0.222	465	0.925	0.778	1537	0.984
FTNZ765	-2.27	2	-0.76	0.223	466	0.925	0.777	1536	0.984
HOHDQ126	-2.27	2	-0.76	0.223	467	0.925	0.777	1535	0.984
VCYTL2	-2.27	2	-0.76	0.223	468	0.925	0.777	1534	0.984
CSRWC275	-2.27	2	-0.76	0.224	469	0.925	0.776	1533	0.984
TIU9	-2.27	2	-0.76	0.224	470	0.925	0.776	1532	0.984
OAZ83	-2.27	2	-0.76	0.224	471	0.925	0.776	1531	0.984
UESO0	-2.25	2	-0.75	0.226	472	0.925	0.774	1530	0.984
BWLE852	-2.25	2	-0.75	0.226	473	0.925	0.774	1529	0.984
EMDJ6	-2.25	2	-0.75	0.226	474	0.925	0.774	1528	0.984
NNZJ7	-2.25	2	-0.75	0.226	475	0.925	0.774	1527	0.984
AWXZ8	-2.25	2	-0.75	0.227	476	0.925	0.773	1526	0.984
LPAXR098	-2.25	2	-0.75	0.227	477	0.925	0.773	1525	0.984
OSL49	-2.24	2	-0.75	0.227	478	0.925	0.773	1524	0.984
EONI20	-2.24	2	-0.75	0.227	479	0.925	0.773	1523	0.984
CECN1	-2.24	2	-0.75	0.228	480	0.925	0.772	1522	0.984
TOXF761	-2.24	2	-0.75	0.228	481	0.925	0.772	1521	0.984
BSA89	-2.23	2	-0.74	0.229	482	0.925	0.771	1520	0.984
FFZI739	-2.23	2	-0.74	0.229	483	0.925	0.771	1519	0.984
NVJ40	-2.23	2	-0.74	0.229	484	0.925	0.771	1518	0.984
IJHFW132	-2.23	2	-0.74	0.23	485	0.925	0.77	1517	0.984
FEH2	-2.23	2	-0.74	0.23	486	0.925	0.77	1516	0.984
TSUKA317	-2.22	2	-0.74	0.23	487	0.925	0.77	1515	0.984
DAXQS608	-2.22	2	-0.74	0.231	488	0.925	0.769	1514	0.984
WPMKC7	-2.22	2	-0.73	0.231	489	0.925	0.769	1513	0.984
GXNWL3	-2.22	2	-0.73	0.231	490	0.925	0.769	1512	0.984
TUINP814	-2.22	2	-0.73	0.232	491	0.925	0.768	1511	0.984
XTL95	-2.21	2	-0.73	0.232	492	0.925	0.768	1510	0.984
YLT79	-2.21	2	-0.73	0.232	493	0.925	0.768	1509	0.984
BKJZL203	-2.21	2	-0.73	0.233	494	0.925	0.767	1508	0.984
WQA57	-2.21	2	-0.73	0.233	495	0.925	0.767	1507	0.984
FXPW690	-2.21	2	-0.73	0.233	496	0.925	0.767	1506	0.984
QXC718	-2.21	2	-0.73	0.233	497	0.925	0.767	1505	0.984
ACEP2	-2.20	2	-0.73	0.233	498	0.925	0.767	1504	0.984
OJG31	-2.20	2	-0.73	0.234	499	0.925	0.766	1503	0.984
JSPIO5	-2.20	2	-0.73	0.234	500	0.925	0.766	1502	0.984
IMOC6	-2.19	2	-0.72	0.235	501	0.925	0.765	1501	0.984
DHTB6	-2.19	2	-0.72	0.236	502	0.925	0.764	1500	0.984
RMZ5	-2.18	2	-0.72	0.237	503	0.925	0.763	1499	0.984
CNB2	-2.18	2	-0.72	0.237	504	0.925	0.763	1498	0.984
CPHG45	-2.18	2	-0.71	0.237	505	0.925	0.763	1497	0.984
WJEY317	-2.18	2	-0.71	0.238	506	0.925	0.762	1496	0.984
RZBU8	-2.17	2	-0.71	0.238	507	0.925	0.762	1495	0.984
MZOT89	-2.17	2	-0.71	0.239	508	0.925	0.761	1494	0.984
AGWVJ8	-2.17	2	-0.71	0.239	509	0.925	0.761	1493	0.984
KSEOZ5	-2.17	2	-0.71	0.239	510	0.925	0.761	1492	0.984
YLA2	-2.17	2	-0.71	0.239	511	0.925	0.761	1491	0.984
YGDA4	-2.16	2	-0.71	0.24	512	0.925	0.76	1490	0.984
ZOUM89	-2.16	2	-0.71	0.24	513	0.925	0.76	1489	0.984
TDAL87	-2.16	2	-0.71	0.24	514	0.925	0.76	1488	0.984
ZHR670	-2.16	2	-0.71	0.24	515	0.925	0.76	1487	0.984
OXPLB67	-2.16	2	-0.71	0.24	516	0.925	0.76	1486	0.984
HME8	-2.16	2	-0.70	0.241	517	0.925	0.759	1485	0.984
HXSP4	-2.16	2	-0.70	0.241	518	0.925	0.759	1484	0.984
RCH51	-2.15	2	-0.70	0.242	519	0.925	0.758	1483	0.984
TGUB7	-2.15	2	-0.70	0.242	520	0.925	0.758	1482	0.984
DCE5	-2.15	2	-0.70	0.242	521	0.925	0.758	1481	0.984
DPN8	-2.14	2	-0.70	0.243	522	0.925	0.757	1480	0.984
PBZN98	-2.14	2	-0.70	0.243	523	0.925	0.757	1479	0.984
WFO540	-2.14	2	-0.69	0.244	524	0.925	0.756	1478	0.984
RNUKF83	-2.14	2	-0.69	0.244	525	0.925	0.756	1477	0.984
POIV527	-2.13	2	-0.69	0.244	526	0.925	0.756	1476	0.984
KEX8	-2.13	2	-0.69	0.245	527	0.925	0.755	1475	0.984
TDAGT70	-2.13	2	-0.69	0.245	528	0.925	0.755	1474	0.984
NIZ173	-2.13	2	-0.69	0.245	529	0.925	0.755	1473	0.984
SVFXP4	-2.13	2	-0.69	0.245	530	0.925	0.755	1472	0.984
SAMUY1	-2.12	2	-0.69	0.246	531	0.925	0.754	1471	0.984
ERA349	-2.12	2	-0.69	0.246	532	0.925	0.754	1470	0.984
FMARY3	-2.12	2	-0.69	0.247	533	0.925	0.753	1469	0.984
BOI275	-2.11	2	-0.68	0.248	534	0.925	0.752	1468	0.984
OGYZ31	-2.11	2	-0.68	0.248	535	0.925	0.752	1467	0.984
TTB96	-2.11	2	-0.68	0.249	536	0.925	0.751	1466	0.984
DCJUS8	-2.10	2	-0.68	0.249	537	0.925	0.751	1465	0.984
LYUVS734	-2.10	2	-0.68	0.249	538	0.925	0.751	1464	0.984
RRQXN8	-2.09	2	-0.67	0.251	539	0.925	0.749	1463	0.984
FKP0	-2.09	2	-0.67	0.251	540	0.925	0.749	1462	0.984
NMJ084	-2.09	2	-0.67	0.251	541	0.925	0.749	1461	0.984
KTIK897	-2.09	2	-0.67	0.252	542	0.925	0.748	1460	0.984
SABNS973	-2.08	2	-0.67	0.253	543	0.925	0.747	1459	0.984
QND8	-2.08	2	-0.66	0.253	544	0.925	0.747	1458	0.984
PACRD0	-2.07	2	-0.66	0.255	545	0.925	0.745	1457	0.984
MAYX6	-2.07	2	-0.66	0.255	546	0.925	0.745	1456	0.984
CDJHE675	-2.06	2	-0.66	0.256	547	0.925	0.744	1455	0.984
OBTPJ9	-2.06	2	-0.66	0.256	548	0.925	0.744	1454	0.984
DOBVH12	-2.06	2	-0.66	0.256	549	0.925	0.744	1453	0.984
UHS7	-2.06	2	-0.66	0.256	550	0.925	0.744	1452	0.984
PQN73	-2.05	2	-0.65	0.257	551	0.925	0.743	1451	0.984
SIBRU56	-2.05	2	-0.65	0.258	552	0.925	0.742	1450	0.984
MPHV40	-2.05	2	-0.65	0.258	553	0.925	0.742	1449	0.984
FUX92	-2.04	2	-0.65	0.259	554	0.925	0.741	1448	0.984
PBUI30	-2.04	2	-0.64	0.26	555	0.925	0.74	1447	0.984
SLOFM392	-2.04	2	-0.64	0.26	556	0.925	0.74	1446	0.984
HUMZY485	-2.04	2	-0.64	0.26	557	0.925	0.74	1445	0.984
AHYFV64	-2.03	2	-0.64	0.26	558	0.925	0.74	1444	0.984
IMRT4	-2.03	2	-0.64	0.261	559	0.925	0.739	1443	0.984
CVLQB4	-2.03	2	-0.64	0.262	560	0.925	0.738	1442	0.984
MKUJZ74	-2.02	2	-0.63	0.263	561	0.925	0.737	1441	0.984
JNXL753	-2.02	2	-0.63	0.263	562	0.925	0.737	1440	0.984
YHCS9	-2.02	2	-0.63	0.263	563	0.925	0.737	1439	0.984
VCIAD968	-2.02	2	-0.63	0.263	564	0.925	0.737	1438	0.984
NUGQN026	-2.02	2	-0.63	0.263	565	0.925	0.737	1437	0.984
FSN2	-2.01	2	-0.63	0.264	566	0.925	0.736	1436	0.984
YUVCE2	-2.01	2	-0.63	0.264	567	0.925	0.736	1435	0.984
OADBN86	-2.00	2	-0.63	0.265	568	0.925	0.735	1434	0.984
LDE35	-2.00	2	-0.63	0.266	569	0.925	0.734	1433	0.984
SUPDR5	-2.00	2	-0.63	0.266	570	0.925	0.734	1432	0.984
NSG2	-2.00	2	-0.62	0.266	571	0.925	0.734	1431	0.984
DYBQ61	-2.00	2	-0.62	0.266	572	0.925	0.734	1430	0.984
THJM9	-2.00	2	-0.62	0.266	573	0.925	0.734	1429	0.984
PUQ51	-1.99	2	-0.62	0.268	574	0.925	0.732	1428	0.984
IVLWO9	-1.99	2	-0.62	0.268	575	0.925	0.732	1427	0.984
QWVF7	-1.99	2	-0.62	0.268	576	0.925	0.732	1426	0.984
CVDY960	-1.98	2	-0.62	0.269	577	0.925	0.731	1425	0.984
HNP95	-1.98	2	-0.61	0.269	578	0.925	0.731	1424	0.984
DLC49	-1.97	2	-0.61	0.27	579	0.925	0.73	1423	0.984
JCNQ068	-1.97	2	-0.61	0.272	580	0.925	0.728	1422	0.984
KIBU47	-1.96	2	-0.61	0.272	581	0.925	0.728	1421	0.984
ONFQI273	-1.96	2	-0.61	0.273	582	0.925	0.727	1420	0.984
UKPQ864	-1.96	2	-0.60	0.273	583	0.925	0.727	1419	0.984
LKVZ38	-1.95	2	-0.60	0.274	584	0.925	0.726	1418	0.984
DDZM42	-1.95	2	-0.60	0.274	585	0.925	0.726	1417	0.984
OJC1	-1.95	2	-0.60	0.274	586	0.925	0.726	1416	0.984
PRDTK8	-1.95	2	-0.60	0.274	587	0.925	0.726	1415	0.984
EUNQA659	-1.95	2	-0.60	0.275	588	0.925	0.725	1414	0.984
EZEYT97	-1.94	2	-0.60	0.275	589	0.925	0.725	1413	0.984
TNZA72	-1.94	2	-0.59	0.276	590	0.925	0.724	1412	0.984
GSB04	-1.94	2	-0.59	0.277	591	0.925	0.723	1411	0.984
JXD13	-1.94	2	-0.59	0.277	592	0.925	0.723	1410	0.984
NQUP1	-1.93	2	-0.59	0.277	593	0.925	0.723	1409	0.984
FTG6	-1.93	2	-0.59	0.278	594	0.925	0.722	1408	0.984
ACZV60	-1.93	2	-0.59	0.278	595	0.925	0.722	1407	0.984
KBS3	-1.92	2	-0.59	0.279	596	0.925	0.721	1406	0.984
CFNQC942	-1.91	2	-0.58	0.281	597	0.925	0.719	1405	0.984
PHZVI46	-1.91	2	-0.58	0.281	598	0.925	0.719	1404	0.984
OFX480	-1.91	2	-0.58	0.281	599	0.925	0.719	1403	0.984
JTZ285	-1.91	2	-0.58	0.281	600	0.925	0.719	1402	0.984
OLMF590	-1.91	2	-0.58	0.281	601	0.925	0.719	1401	0.984
KBIY48	-1.91	2	-0.58	0.281	602	0.925	0.719	1400	0.984
CRHNM10	-1.91	2	-0.58	0.282	603	0.925	0.718	1399	0.984
OST172	-1.91	2	-0.58	0.282	604	0.925	0.718	1398	0.984
ITNR389	-1.90	2	-0.58	0.282	605	0.925	0.718	1397	0.984
EEYA304	-1.90	2	-0.57	0.283	606	0.925	0.717	1396	0.984
HVKTE192	-1.90	2	-0.57	0.283	607	0.925	0.717	1395	0.984
LEFP7	-1.90	2	-0.57	0.283	608	0.925	0.717	1394	0.984
OUHR1	-1.89	2	-0.57	0.284	609	0.925	0.716	1393	0.984
OSLH37	-1.88	2	-0.57	0.286	610	0.925	0.714	1392	0.984
JQOZH147	-1.88	2	-0.57	0.286	611	0.925	0.714	1391	0.984
XFLR40	-1.88	2	-0.57	0.286	612	0.925	0.714	1390	0.984
ALZ092	-1.87	2	-0.56	0.287	613	0.925	0.713	1389	0.984
QMFI1	-1.87	2	-0.56	0.287	614	0.925	0.713	1388	0.984
UESDF5	-1.87	2	-0.56	0.288	615	0.925	0.712	1387	0.984
RDTNV53	-1.87	2	-0.56	0.288	616	0.925	0.712	1386	0.984
QNKWY38	-1.87	2	-0.56	0.288	617	0.925	0.712	1385	0.984
OUJ67	-1.87	2	-0.56	0.288	618	0.925	0.712	1384	0.984
RBC273	-1.87	2	-0.56	0.289	619	0.925	0.711	1383	0.984
OOQN847	-1.87	2	-0.56	0.289	620	0.925	0.711	1382	0.984
UBJSH3	-1.86	2	-0.56	0.289	621	0.925	0.711	1381	0.984
EUJA31	-1.86	2	-0.56	0.289	622	0.925	0.711	1380	0.984
EPMGB016	-1.86	2	-0.56	0.289	623	0.925	0.711	1379	0.984
VABCQ1	-1.86	2	-0.55	0.29	624	0.925	0.71	1378	0.984
SLPFE71	-1.86	2	-0.55	0.29	625	0.925	0.71	1377	0.984
YVLZM74	-1.86	2	-0.55	0.29	626	0.925	0.71	1376	0.984
FFHQV7	-1.86	2	-0.55	0.29	627	0.925	0.71	1375	0.984
OWZ837	-1.85	2	-0.55	0.291	628	0.925	0.709	1374	0.984
BWJG85	-1.85	2	-0.55	0.292	629	0.925	0.708	1373	0.984
LTNCU4	-1.85	2	-0.55	0.292	630	0.925	0.708	1372	0.984
AYUID7	-1.84	2	-0.55	0.292	631	0.925	0.708	1371	0.984
FHRDQ6	-1.84	2	-0.55	0.293	632	0.925	0.707	1370	0.984
RNV7	-1.84	2	-0.54	0.293	633	0.925	0.707	1369	0.984
LBKQA9	-1.84	2	-0.54	0.293	634	0.925	0.707	1368	0.984
RWBJS2	-1.84	2	-0.54	0.294	635	0.925	0.706	1367	0.984
CHF4	-1.83	2	-0.54	0.294	636	0.925	0.706	1366	0.984
LNOD3	-1.83	2	-0.54	0.295	637	0.926	0.705	1365	0.984
FQB581	-1.83	2	-0.54	0.296	638	0.926	0.704	1364	0.984
FSBFC4	-1.82	2	-0.53	0.297	639	0.926	0.703	1363	0.984
EVW48	-1.82	2	-0.53	0.297	640	0.926	0.703	1362	0.984
XWRZ54	-1.82	2	-0.53	0.297	641	0.926	0.703	1361	0.984
PVW06	-1.82	2	-0.53	0.297	642	0.926	0.703	1360	0.984
FYEDV35	-1.81	2	-0.53	0.299	643	0.93	0.701	1359	0.984
KFB534	-1.80	2	-0.52	0.3	644	0.93	0.7	1358	0.984
FNKEB2	-1.79	2	-0.52	0.301	645	0.93	0.699	1357	0.984
DILX93	-1.79	2	-0.52	0.302	646	0.93	0.698	1356	0.984
ATU135	-1.78	2	-0.52	0.303	647	0.93	0.697	1355	0.984
CFCA924	-1.78	2	-0.52	0.303	648	0.93	0.697	1354	0.984
OOM5	-1.78	2	-0.51	0.303	649	0.93	0.697	1353	0.984
FOQRH61	-1.78	2	-0.51	0.303	650	0.93	0.697	1352	0.984
PHOS82	-1.78	2	-0.51	0.304	651	0.93	0.696	1351	0.984
ETOJ95	-1.78	2	-0.51	0.304	652	0.93	0.696	1350	0.984
JGNVH104	-1.78	2	-0.51	0.304	653	0.93	0.696	1349	0.984
LDZBQ657	-1.78	2	-0.51	0.304	654	0.93	0.696	1348	0.984
ZOCVA6	-1.77	2	-0.51	0.306	655	0.931	0.694	1347	0.984
JQMIY341	-1.77	2	-0.51	0.306	656	0.931	0.694	1346	0.984
BZA1	-1.76	2	-0.50	0.307	657	0.931	0.693	1345	0.984
UPQHB21	-1.76	2	-0.50	0.308	658	0.931	0.692	1344	0.984
SKZHS05	-1.76	2	-0.50	0.308	659	0.931	0.692	1343	0.984
ZLXRI2	-1.76	2	-0.50	0.308	660	0.931	0.692	1342	0.984
KLD316	-1.75	2	-0.50	0.308	661	0.931	0.692	1341	0.984
UDVA495	-1.75	2	-0.50	0.309	662	0.931	0.691	1340	0.984
XFXRC4	-1.75	2	-0.50	0.309	663	0.931	0.691	1339	0.984
FMYA5	-1.75	2	-0.50	0.31	664	0.933	0.69	1338	0.984
NWB801	-1.74	2	-0.49	0.311	665	0.934	0.689	1337	0.984
QIJEB82	-1.73	2	-0.49	0.313	666	0.94	0.687	1336	0.984
YYWO7	-1.73	2	-0.49	0.313	667	0.94	0.687	1335	0.984
CYCAZ16	-1.72	2	-0.48	0.314	668	0.94	0.686	1334	0.984
CWY38	-1.72	2	-0.48	0.315	669	0.94	0.685	1333	0.984
MREGZ06	-1.72	2	-0.48	0.315	670	0.94	0.685	1332	0.984
HJV647	-1.71	2	-0.48	0.316	671	0.94	0.684	1331	0.984
RION043	-1.71	2	-0.48	0.316	672	0.94	0.684	1330	0.984
QBZ527	-1.71	2	-0.48	0.316	673	0.94	0.684	1329	0.984
CRV259	-1.70	2	-0.47	0.319	674	0.943	0.681	1328	0.984
UNA19	-1.69	2	-0.47	0.319	675	0.943	0.681	1327	0.984
KRY231	-1.69	2	-0.47	0.319	676	0.943	0.681	1326	0.984
IDSKJ473	-1.69	2	-0.47	0.32	677	0.943	0.68	1325	0.984
YGYRD21	-1.69	2	-0.47	0.32	678	0.943	0.68	1324	0.984
MCH9	-1.69	2	-0.47	0.32	679	0.943	0.68	1323	0.984
HHMJT05	-1.68	2	-0.47	0.321	680	0.944	0.679	1322	0.984
ZMAU8	-1.68	2	-0.46	0.322	681	0.944	0.678	1321	0.984
HXFR84	-1.67	2	-0.46	0.323	682	0.944	0.677	1320	0.984
JDAFX702	-1.67	2	-0.46	0.323	683	0.944	0.677	1319	0.984
DUPYR5	-1.67	2	-0.46	0.324	684	0.944	0.676	1318	0.984
XRS62	-1.67	2	-0.46	0.324	685	0.944	0.676	1317	0.984
OHLWO236	-1.67	2	-0.46	0.324	686	0.944	0.676	1316	0.984
SGE3	-1.66	2	-0.45	0.325	687	0.944	0.675	1315	0.984
MSUB2	-1.66	2	-0.45	0.325	688	0.944	0.675	1314	0.984
LOBY81	-1.66	2	-0.45	0.326	689	0.944	0.674	1313	0.984
WTO4	-1.66	2	-0.45	0.326	690	0.944	0.674	1312	0.984
CHXQ708	-1.65	2	-0.45	0.326	691	0.944	0.674	1311	0.984
NIMVJ3	-1.65	2	-0.45	0.327	692	0.944	0.673	1310	0.984
WEXVB7	-1.65	2	-0.45	0.328	693	0.944	0.672	1309	0.984
AXWZ1	-1.64	2	-0.44	0.328	694	0.944	0.672	1308	0.984
YAKS624	-1.64	2	-0.44	0.329	695	0.944	0.671	1307	0.984
WZMU8	-1.64	2	-0.44	0.329	696	0.944	0.671	1306	0.984
LGRO94	-1.64	2	-0.44	0.329	697	0.944	0.671	1305	0.984
CNDO96	-1.64	2	-0.44	0.33	698	0.944	0.67	1304	0.984
HHLPX03	-1.64	2	-0.44	0.33	699	0.944	0.67	1303	0.984
HHKNY932	-1.62	2	-0.43	0.332	700	0.945	0.668	1302	0.984
HFSA08	-1.62	2	-0.43	0.332	701	0.945	0.668	1301	0.984
TTK789	-1.62	2	-0.43	0.332	702	0.945	0.668	1300	0.984
SHWDR1	-1.61	2	-0.43	0.334	703	0.945	0.666	1299	0.984
RRQUT4	-1.61	2	-0.43	0.335	704	0.945	0.665	1298	0.984
GKHX3	-1.61	2	-0.43	0.335	705	0.945	0.665	1297	0.984
HUBSV6	-1.61	2	-0.43	0.335	706	0.945	0.665	1296	0.984
RDSGH29	-1.60	2	-0.42	0.336	707	0.945	0.664	1295	0.984
